OPEID,Year,INSTNM,CITY,STABBR,CONTROL,ADM_RATE,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,CURROPER,NPT4_PUB,NPT4_PRIV,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,NPT4_048_PUB,NPT4_048_PRIV,NPT4_3075_PUB,NPT4_3075_PRIV,NPT4_75UP_PUB,NPT4_75UP_PRIV,NUM4_PUB,NUM4_PRIV,NUM41_PUB,NUM42_PUB,NUM43_PUB,NUM44_PUB,NUM45_PUB,NUM41_PRIV,NUM42_PRIV,NUM43_PRIV,NUM44_PRIV,NUM45_PRIV,COSTT4_A,COSTT4_P,PCTPELL,C150_4,C150_L4,C150_4_WHITE,C150_4_BLACK,C150_4_HISP,C150_4_ASIAN,C150_4_AIAN,C150_4_NHPI,C150_4_2MOR,C150_4_NRA,C150_4_UNKN,C200_4,RET_FT4,RET_FTL4,PCTFLOAN,COMP_ORIG_YR2_RT,WDRAW_ORIG_YR2_RT,ENRL_ORIG_YR2_RT,COMP_ORIG_YR4_RT,ENRL_ORIG_YR4_RT,LO_INC_COMP_ORIG_YR4_RT,MD_INC_COMP_ORIG_YR4_RT,HI_INC_COMP_ORIG_YR4_RT,PELL_COMP_ORIG_YR4_RT,LOAN_COMP_ORIG_YR4_RT,NOLOAN_COMP_ORIG_YR4_RT,RPY_1YR_RT,COMPL_RPY_1YR_RT,NONCOM_RPY_1YR_RT,LO_INC_RPY_1YR_RT,MD_INC_RPY_1YR_RT,HI_INC_RPY_1YR_RT,PELL_RPY_1YR_RT,RPY_3YR_RT,COMPL_RPY_3YR_RT,NONCOM_RPY_3YR_RT,LO_INC_RPY_3YR_RT,MD_INC_RPY_3YR_RT,HI_INC_RPY_3YR_RT,PELL_RPY_3YR_RT,RPY_5YR_RT,COMPL_RPY_5YR_RT,NONCOM_RPY_5YR_RT,LO_INC_RPY_5YR_RT,MD_INC_RPY_5YR_RT,HI_INC_RPY_5YR_RT,PELL_RPY_5YR_RT,RPY_7YR_RT,COMPL_RPY_7YR_RT,NONCOM_RPY_7YR_RT,LO_INC_RPY_7YR_RT,MD_INC_RPY_7YR_RT,HI_INC_RPY_7YR_RT,PELL_RPY_7YR_RT,OVERALL_YR2_N,LO_INC_YR2_N,MD_INC_YR2_N,HI_INC_YR2_N,PELL_YR2_N,LOAN_YR2_N,NOLOAN_YR2_N,OVERALL_YR4_N,LO_INC_YR4_N,MD_INC_YR4_N,HI_INC_YR4_N,PELL_YR4_N,LOAN_YR4_N,NOLOAN_YR4_N,OVERALL_YR6_N,LO_INC_YR6_N,MD_INC_YR6_N,HI_INC_YR6_N,PELL_YR6_N,LOAN_YR6_N,NOLOAN_YR6_N,OVERALL_YR8_N,LO_INC_YR8_N,MD_INC_YR8_N,HI_INC_YR8_N,PELL_YR8_N,LOAN_YR8_N,NOLOAN_YR8_N,DEBT_MDN,GRAD_DEBT_MDN,WDRAW_DEBT_MDN,LO_INC_DEBT_MDN,MD_INC_DEBT_MDN,HI_INC_DEBT_MDN,PELL_DEBT_MDN,DEBT_N,GRAD_DEBT_N,WDRAW_DEBT_N,LO_INC_DEBT_N,MD_INC_DEBT_N,HI_INC_DEBT_N,PELL_DEBT_N,RPY_1YR_N,COMPL_RPY_1YR_N,NONCOM_RPY_1YR_N,LO_INC_RPY_1YR_N,MD_INC_RPY_1YR_N,HI_INC_RPY_1YR_N,PELL_RPY_1YR_N,RPY_3YR_N,COMPL_RPY_3YR_N,NONCOM_RPY_3YR_N,LO_INC_RPY_3YR_N,MD_INC_RPY_3YR_N,HI_INC_RPY_3YR_N,PELL_RPY_3YR_N,RPY_5YR_N,COMPL_RPY_5YR_N,NONCOM_RPY_5YR_N,LO_INC_RPY_5YR_N,MD_INC_RPY_5YR_N,HI_INC_RPY_5YR_N,PELL_RPY_5YR_N,RPY_7YR_N,COMPL_RPY_7YR_N,NONCOM_RPY_7YR_N,LO_INC_RPY_7YR_N,MD_INC_RPY_7YR_N,HI_INC_RPY_7YR_N,PELL_RPY_7YR_N,LOAN_EVER,PELL_EVER,AGE_ENTRY,FAMINC,MD_FAMINC,COUNT_NWNE_P10,COUNT_WNE_P10,MN_EARN_WNE_P10,MD_EARN_WNE_P10,SD_EARN_WNE_P10,COUNT_WNE_INC1_P10,COUNT_WNE_INC2_P10,COUNT_WNE_INC3_P10,MN_EARN_WNE_INC1_P10,MN_EARN_WNE_INC2_P10,MN_EARN_WNE_INC3_P10,COUNT_NWNE_P6,COUNT_WNE_P6,MN_EARN_WNE_P6,MD_EARN_WNE_P6,SD_EARN_WNE_P6,COUNT_WNE_INC1_P6,COUNT_WNE_INC2_P6,COUNT_WNE_INC3_P6,MN_EARN_WNE_INC1_P6,MN_EARN_WNE_INC2_P6,MN_EARN_WNE_INC3_P6,COUNT_NWNE_P8,COUNT_WNE_P8,MN_EARN_WNE_P8,MD_EARN_WNE_P8,SD_EARN_WNE_P8,C100_4,D100_4,C100_L4,D100_L4,TRANS_4,DTRANS_4,TRANS_L4,DTRANS_L4,ICLEVEL,UGDS_MEN,UGDS_WOMEN,DBRR1_FED_UG_RT,DBRR1_FED_UGCOMP_RT,DBRR1_FED_UGNOCOMP_RT,DBRR4_FED_UG_RT,DBRR4_FED_UGCOMP_RT,DBRR4_FED_UGNOCOMP_RT,DBRR5_FED_UG_RT,DBRR10_FED_UG_RT,DBRR20_FED_UG_RT,BBRR1_FED_UG_N,BBRR1_FED_UG_DFLT,BBRR1_FED_UG_DLNQ,BBRR1_FED_UG_FBR,BBRR1_FED_UG_DFR,BBRR1_FED_UG_NOPROG,BBRR1_FED_UG_MAKEPROG,BBRR1_FED_UG_PAIDINFULL,BBRR1_FED_UG_DISCHARGE,BBRR1_FED_UGCOMP_N,BBRR1_FED_UGCOMP_DFLT,BBRR1_FED_UGCOMP_DLNQ,BBRR1_FED_UGCOMP_FBR,BBRR1_FED_UGCOMP_DFR,BBRR1_FED_UGCOMP_PAIDINFULL,BBRR1_FED_UGCOMP_DISCHARGE,BBRR1_FED_UGNOCOMP_N,BBRR1_FED_UGNOCOMP_DFLT,BBRR1_FED_UGNOCOMP_DLNQ,BBRR1_FED_UGNOCOMP_FBR,BBRR1_FED_UGNOCOMP_DFR,BBRR1_FED_UGNOCOMP_PAIDINFULL,BBRR1_FED_UGNOCOMP_DISCHARGE,BBRR2_FED_UG_N,BBRR2_FED_UG_DFLT,BBRR2_FED_UG_DLNQ,BBRR2_FED_UG_FBR,BBRR2_FED_UG_DFR,BBRR2_FED_UG_PAIDINFULL,BBRR2_FED_UG_DISCHARGE,BBRR2_FED_UGCOMP_N,BBRR2_FED_UGCOMP_DFLT,BBRR2_FED_UGCOMP_DLNQ,BBRR2_FED_UGCOMP_FBR,BBRR2_FED_UGCOMP_DFR,BBRR2_FED_UGCOMP_PAIDINFULL,BBRR2_FED_UGCOMP_DISCHARGE,BBRR2_FED_UGNOCOMP_N,BBRR2_FED_UGNOCOMP_DFLT,BBRR2_FED_UGNOCOMP_DLNQ,BBRR2_FED_UGNOCOMP_FBR,BBRR2_FED_UGNOCOMP_DFR,BBRR2_FED_UGNOCOMP_PAIDINFULL,BBRR2_FED_UGNOCOMP_DISCHARGE,LPSTAFFORD_CNT,LPSTAFFORD_AMT,BBRR3_FED_UG_N,BBRR3_FED_UG_DFLT,BBRR3_FED_UG_DLNQ,BBRR3_FED_UG_FBR,BBRR3_FED_UG_DFR,BBRR3_FED_UG_PAIDINFULL,BBRR3_FED_UG_DISCHARGE,BBRR3_FED_UGCOMP_N,BBRR3_FED_UGCOMP_DFLT,BBRR3_FED_UGCOMP_DLNQ,BBRR3_FED_UGCOMP_FBR,BBRR3_FED_UGCOMP_DFR,BBRR3_FED_UGCOMP_PAIDINFULL,BBRR3_FED_UGCOMP_DISCHARGE,BBRR3_FED_UGNOCOMP_N,BBRR3_FED_UGNOCOMP_DFLT,BBRR3_FED_UGNOCOMP_DLNQ,BBRR3_FED_UGNOCOMP_FBR,BBRR3_FED_UGNOCOMP_DFR,BBRR3_FED_UGNOCOMP_PAIDINFULL,BBRR3_FED_UGNOCOMP_DISCHARGE,COUNT_NWNE_1YR,COUNT_WNE_1YR,GT_THRESHOLD_P6,MD_EARN_WNE_INC1_P6,MD_EARN_WNE_INC2_P6,MD_EARN_WNE_INC3_P6,GT_THRESHOLD_P8,COUNT_WNE_INC1_P8,MD_EARN_WNE_INC1_P8,COUNT_WNE_INC2_P8,MD_EARN_WNE_INC2_P8,COUNT_WNE_INC3_P8,MD_EARN_WNE_INC3_P8,GT_THRESHOLD_P10,MD_EARN_WNE_INC1_P10,MD_EARN_WNE_INC2_P10,MD_EARN_WNE_INC3_P10,MD_EARN_WNE_1YR,GT_THRESHOLD_1YR,COUNT_NWNE_4YR,COUNT_WNE_4YR,MD_EARN_WNE_4YR,GT_THRESHOLD_4YR,BBRR4_FED_UG_N,BBRR4_FED_UG_DFLT,BBRR4_FED_UG_DLNQ,BBRR4_FED_UG_FBR,BBRR4_FED_UG_DFR,BBRR4_FED_UG_PAIDINFULL,BBRR4_FED_UG_DISCHARGE,BBRR4_FED_UGCOMP_N,BBRR4_FED_UGCOMP_DFLT,BBRR4_FED_UGCOMP_DLNQ,BBRR4_FED_UGCOMP_FBR,BBRR4_FED_UGCOMP_DFR,BBRR4_FED_UGCOMP_PAIDINFULL,BBRR4_FED_UGCOMP_DISCHARGE,BBRR4_FED_UGNOCOMP_N,BBRR4_FED_UGNOCOMP_DFLT,BBRR4_FED_UGNOCOMP_DLNQ,BBRR4_FED_UGNOCOMP_FBR,BBRR4_FED_UGNOCOMP_DFR,BBRR4_FED_UGNOCOMP_PAIDINFULL,BBRR4_FED_UGNOCOMP_DISCHARGE,PCTPELL_DCS,PCTFLOAN_DCS,DCS_PELL_LOAN,COUNT_NWNE_5YR,COUNT_WNE_5YR,MD_EARN_WNE_5YR,GT_THRESHOLD_5YR,COUNT_WNE_INC1_P7,COUNT_WNE_INC2_P7,COUNT_WNE_INC3_P7,GT_THRESHOLD_P7,MD_EARN_WNE_INC1_P7,MD_EARN_WNE_INC2_P7,MD_EARN_WNE_INC3_P7,MD_EARN_WNE_P9,COUNT_WNE_INC1_P9,COUNT_WNE_INC2_P9,COUNT_WNE_INC3_P9,GT_THRESHOLD_P9,MD_EARN_WNE_INC1_P9,MD_EARN_WNE_INC2_P9,MD_EARN_WNE_INC3_P9,COUNT_NWNE_P11,COUNT_WNE_P11,MD_EARN_WNE_P11,SD_EARN_WNE_P11,COUNT_WNE_INC1_P11,COUNT_WNE_INC2_P11,COUNT_WNE_INC3_P11,GT_THRESHOLD_P11,MD_EARN_WNE_INC1_P11,MD_EARN_WNE_INC2_P11,MD_EARN_WNE_INC3_P11
03311500,2021,Bloomsburg University of Pennsylvania,Bloomsburg,PA,1,0.901,6719,0.7715,0.0594,0.0755,0.0143,0.0039,0.001,0.0231,0.003,0.0484,1,18792,NA,14037,14738,18248,21454,22205,NA,NA,NA,NA,NA,14332,NA,16706,NA,21904,NA,1076,NA,203,148,189,215,321,NA,NA,NA,NA,NA,23256,NA,0.2972,0.5944,NA,0.6463,0.3934,0.4512,0.5417,0.75,0,0.3692,0.1,0.7619,0.6082,0.753,NA,0.6217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.417,2103,NA,NA,0.2606,2103,NA,NA,1,0.3905,0.6095,NA,NA,NA,NA,NA,NA,NA,NA,NA,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03311500,2020,Bloomsburg University of Pennsylvania,Bloomsburg,PA,1,0.8903,7346,0.7615,0.0675,0.0791,0.0124,0.0027,0.001,0.0227,0.0034,0.0497,1,20639,NA,16112,16956,19879,23154,24283,NA,NA,NA,NA,NA,16409,NA,18586,NA,23843,NA,1498,NA,338,184,232,290,454,NA,NA,NA,NA,NA,25058,NA,0.3188,0.5754,NA,0.6216,0.3738,0.4014,0.619,0.5,1,0.4107,NA,0.52,0.6094,0.7721,NA,0.6902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19500,26000,8250,19500,20000,19500,21495,4667,2695,1972,1068,1349,2250,2348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,913,7045,NA,52416,39411,1833,2524,2688,NA,NA,NA,666,5824,NA,44053,27954,1466,1915,2444,NA,NA,NA,766,6471,NA,48117,34877,0.3941,2162,NA,NA,0.2956,2162,NA,NA,1,0.402,0.598,0.963830717,0.954128205,0.990135771,NA,NA,NA,0.816271849,0.535711202,0.214832143,4888,0,0.02,0.54,0.12,0.12,0.12,0.07,0,2678,0,0.02,0.53,0.07,0.06,0,2112,0.2,0.2,0.5,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33314,614145297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,4031,0.7373,37406,42921,49103,0.7864,1701,42137,2217,46366,2552,53585,0.807,45295,51370,57944,43429,2956,NA,NA,NA,NA,4757,0.07,0.01,0.48,0.09,0.15,0,2506,0.01,0.01,0.48,0.08,0.15,0,1657,0.155,0.02,0.475,0.095,0.135,0.02,NA,NA,NA,175,4716,55757,4096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03311500,2019,Bloomsburg University of Pennsylvania,Bloomsburg,PA,1,0.8421,7552,0.7671,0.0677,0.0768,0.0107,0.0025,0.0004,0.0172,0.0041,0.0535,1,20230,NA,15638,16232,19625,22760,23454,NA,NA,NA,NA,NA,15855,NA,18293,NA,23174,NA,1378,NA,276,159,246,281,416,NA,NA,NA,NA,NA,24230,NA,0.3247,0.5987,NA,0.6366,0.378,0.4853,0.6667,0,1,0.549,0.75,0.4483,0.5916,0.7396,NA,0.6964,0.08984375,0.167480469,0.487792969,0.516775599,0.076252723,0.366906475,0.490990991,0.610438024,0.452031115,0.522559853,0.414634146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2048,488,580,980,1020,1943,105,2295,556,666,1073,1157,2172,123,2478,596,790,1092,1260,2372,106,2268,568,686,1014,1141,2147,121,19500,26000,6500,18500,19947,19600,20500,4940,2864,2076,1153,1452,2335,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4031,2208,NA,NA,0.2989,2208,NA,NA,1,0.4196,0.5804,0.969201375,0.957080945,0.997232012,NA,NA,NA,0.812921844,0.523519192,0.212182182,5010,0,0.06,0.2,0.13,0.28,0.26,0.07,0,2642,0,0.04,0.14,0.08,0.07,0,2146,0.05,0.07,0.27,0.157,0.07,0.05,4928,0.06,0.02,0.19,0.13,0.1,0,2553,0.02,0.01,0.15,0.1,0.1,0,1963,0.12,0.05,0.27,0.17,0.12,0.05,33122,601152120,4754,0.08,0.02,0.2,0.11,0.12,0,2503,0.02,0.01,0.17,0.09,0.12,0,1659,0.175,0.035,0.255,0.135,0.115,0.02,71,2514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41808,1717,67,2289,51334,1889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,779,981,1424,0.7065,37152,42937,48421,48816,816,1210,1550,0.7683,41044,47076,54136,351,3113,53367,43295,741,1123,1249,0.7906,47046,50014,60576
03311500,2018,Bloomsburg University of Pennsylvania,Bloomsburg,PA,1,0.7678,7920,0.7768,0.0711,0.0717,0.0112,0.0024,0.0005,0.0231,0.0034,0.0398,1,19539,NA,15042,15779,19446,22275,22797,NA,NA,NA,NA,NA,15321,NA,17867,NA,22567,NA,1382,NA,295,180,238,295,374,NA,NA,NA,NA,NA,23444,NA,0.3315,0.5958,NA,0.6361,0.3932,0.5393,0.3636,0.5,1,0.4082,0.7,0.3529,0.6259,0.7219,NA,0.7168,0.090508806,0.186399217,0.455968689,0.47886746,0.087402544,0.3507109,0.435967302,0.58411215,0.411437649,0.487091222,0.309734513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2044,521,604,919,1073,1909,135,2437,633,734,1070,1259,2324,113,2251,593,722,936,1197,2152,99,2971,764,978,1229,1578,2777,194,19500,26000,7500,18000,20800,19500,21000,5300,3003,2297,1285,1599,2416,2722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3754,1910,NA,NA,0.2759,1910,NA,NA,1,0.4263,0.5737,0.987339096,0.976085236,1.006166427,0.864681045,0.816089995,0.959869924,0.803108541,0.519803859,0.22106134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1848,0.063311688,PS,0.128787879,0.127705628,0.101731602,PS,927,PS,PS,0.099244876,0.090614887,0.107874865,PS,690,0.124637681,PS,0.18115942,0.169565217,0.095652174,PS,33068,585034713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,2405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,877,1123,1568,0.7039,35607,41209,44619,47009,750,1141,1363,0.7738,40939,43722,52554,NA,2603,52184,NA,626,986,990,0.7899,44515,50217,58914
03311500,2017,Bloomsburg University of Pennsylvania,Bloomsburg,PA,1,0.7325,8276,0.7833,0.0853,0.0704,0.0123,0.0024,0.0006,0.028,0.0048,0.0127,1,18796,NA,14377,15534,18310,21311,22075,NA,NA,NA,NA,NA,14830,NA,17094,NA,21731,NA,1401,NA,290,187,240,308,376,NA,NA,NA,NA,NA,22477,NA,0.3233,0.5804,NA,0.6186,0.3558,0.2969,0.3529,NA,0,0.5588,0.2581,0.76,0.6337,0.7351,NA,0.7143,0.075315629,0.164562473,0.510666086,0.476190476,0.105326877,0.343959732,0.480404551,0.545371219,0.430952381,0.481871838,0.349056604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2297,556,666,1075,1149,2174,123,2478,596,791,1091,1260,2372,106,2272,569,687,1016,1143,2150,122,2001,451,675,875,973,1866,135,19500,26000,8250,18500,20545,20000,21000,5339,2987,2352,1303,1617,2419,2734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3739,1971,NA,NA,0.2943,1971,NA,NA,1,0.4335,0.5665,NA,NA,NA,NA,NA,NA,NA,NA,NA,1847,PS,0.083378452,0.122360585,0.139685977,0.343259339,0.227395777,0.075257174,PS,927,PS,PS,0.087378641,0.078748652,0.076591154,PS,689,PS,0.137880987,0.175616836,0.210449927,PS,PS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03311500,2016,Bloomsburg University of Pennsylvania,Bloomsburg,PA,1,0.7756,8713,0.7909,0.0858,0.0682,0.0109,0.0022,0.0006,0.0272,0.0033,0.0109,1,18557,NA,14247,14764,17991,21068,21646,NA,NA,NA,NA,NA,14447,NA,16673,NA,21397,NA,1507,NA,296,187,271,325,428,NA,NA,NA,NA,NA,21895,NA,0.3237,0.618,NA,0.6584,0.3548,0.4842,0.3913,NA,1,0.5714,0.3636,0.4773,0.6582,0.755,NA,0.7117,0.068611339,0.151191454,0.504930156,0.459519573,0.112099644,0.34232715,0.443213296,0.546623794,0.396147404,0.462075384,0.404040404,NA,NA,NA,NA,NA,NA,NA,0.689301882,0.818020417,0.540123457,0.503099174,0.672190202,0.800108637,0.585558853,0.769252078,0.889698231,0.632109005,0.630382775,0.77516532,0.84571833,0.682998819,0.797546012,0.893085416,0.690708252,0.667896679,0.808558559,0.878923767,0.695868946,2434,633,732,1069,1253,2321,113,2248,593,722,933,1194,2149,99,2970,763,978,1229,1576,2776,194,2442,639,851,952,1297,2271,171,19250,26000,8000,17500,19399.5,19500,20163.5,5049,2746,2345,1239,1548,2262,2528,NA,NA,NA,NA,NA,NA,NA,4197,2253,1944,968,1388,1841,2022,3610,1922,1688,836,1361,1413,1694,3260,1721,1539,813,1332,1115,1404,0.936231192,0.469787437,20.34631001,77243.62766,65570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3783,2136,NA,NA,0.2842,2136,NA,NA,1,0.437,0.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
